locusId	Feature
H16_RS23285	PF08028.11
H16_RS10720	PF08028.11
H16_RS28050	PF08028.11
H16_RS04180	PF08028.11
H16_RS09830	PF08028.11
H16_RS00805	PF08028.11
H16_RS06410	PF08028.11
H16_RS05425	PF08028.11
H16_RS01140	PF08028.11
H16_RS26110	PF08028.11
H16_RS14000	PF08028.11
PHG222	PF08028.11
H16_RS27190	PF08028.11
H16_RS34015	PF08028.11
H16_RS21625	PF08028.11
H16_RS22145	PF08028.11
H16_RS22225	PF08028.11
H16_RS20725	PF08028.11
H16_RS25540	PF08028.11
H16_RS22050	PF08028.11
H16_RS20610	PF08028.11
H16_RS00475	PF08028.11
H16_RS10750	PF08028.11
H16_RS19160	PF08028.11
H16_RS22035	PF08028.11
H16_RS22245	PF08028.11
H16_RS27855	PF08028.11
H16_RS23435	PF08028.11
H16_RS05310	PF08028.11
H16_RS20665	PF08028.11
H16_RS04045	PF08028.11
H16_RS29480	PF08028.11
H16_RS25385	PF08028.11
H16_RS22490	PF08028.11
H16_RS22105	PF08028.11
H16_RS07600	PF12806.7
H16_RS02270	PF12806.7
H16_RS04045	PF12806.7
H16_RS25385	PF12806.7
H16_RS21155	PF02770.19
H16_RS31445	PF02770.19
H16_RS00475	PF02770.19
H16_RS25560	PF02770.19
H16_RS21625	PF02770.19
H16_RS09830	PF02770.19
H16_RS00805	PF02770.19
H16_RS10750	PF02770.19
H16_RS22225	PF02770.19
H16_RS00830	PF02770.19
H16_RS24715	PF02770.19
H16_RS06410	PF02770.19
H16_RS23305	PF02770.19
H16_RS22250	PF02770.19
H16_RS23625	PF02770.19
H16_RS12280	PF02770.19
H16_RS14050	PF02770.19
H16_RS22145	PF02770.19
H16_RS22110	PF02770.19
H16_RS20720	PF02770.19
H16_RS05425	PF02770.19
H16_RS25540	PF02770.19
H16_RS29485	PF02770.19
PHG222	PF02770.19
H16_RS20660	PF02770.19
H16_RS20605	PF02770.19
H16_RS05305	PF02770.19
H16_RS10720	PF02770.19
H16_RS27190	PF02770.19
H16_RS22055	PF02770.19
H16_RS20640	PF02770.19
H16_RS20530	PF02770.19
H16_RS22030	PF02770.19
H16_RS20745	PF02770.19
H16_RS22485	PF02770.19
H16_RS22340	PF02770.19
H16_RS12925	PF02770.19
H16_RS22980	PF02770.19
H16_RS23285	PF02770.19
H16_RS02270	PF02770.19
H16_RS20550	PF02770.19
H16_RS04045	PF02770.19
H16_RS01140	PF02770.19
H16_RS25385	PF02770.19
H16_RS19160	PF02770.19
H16_RS27855	PF02770.19
H16_RS07600	PF02770.19
H16_RS22985	PF02770.19
H16_RS05310	PF02770.19
H16_RS14000	PF02770.19
H16_RS22490	PF02770.19
H16_RS26110	PF02770.19
H16_RS22335	PF02770.19
H16_RS22105	PF02770.19
H16_RS28050	PF02770.19
H16_RS23435	PF02770.19
H16_RS04180	PF02770.19
H16_RS09830	PF02771.16
H16_RS00805	PF02771.16
H16_RS00830	PF02771.16
H16_RS24715	PF02771.16
H16_RS06410	PF02771.16
H16_RS10750	PF02771.16
H16_RS22225	PF02771.16
H16_RS14050	PF02771.16
H16_RS00475	PF02771.16
H16_RS20530	PF02771.16
H16_RS31445	PF02771.16
H16_RS10720	PF02771.16
H16_RS25560	PF02771.16
H16_RS21625	PF02771.16
H16_RS21155	PF02771.16
H16_RS20745	PF02771.16
H16_RS20605	PF02771.16
H16_RS25540	PF02771.16
H16_RS22105	PF02771.16
H16_RS12925	PF02771.16
H16_RS22145	PF02771.16
H16_RS20550	PF02771.16
H16_RS22250	PF02771.16
H16_RS22335	PF02771.16
H16_RS22030	PF02771.16
H16_RS20640	PF02771.16
H16_RS22485	PF02771.16
H16_RS05305	PF02771.16
H16_RS22340	PF02771.16
H16_RS27190	PF02771.16
H16_RS22055	PF02771.16
H16_RS20660	PF02771.16
H16_RS29485	PF02771.16
H16_RS22110	PF02771.16
H16_RS23305	PF02771.16
H16_RS23625	PF02771.16
H16_RS20725	PF02771.16
H16_RS22980	PF02771.16
H16_RS04045	PF02771.16
H16_RS20720	PF02771.16
H16_RS22490	PF02771.16
H16_RS12280	PF02771.16
H16_RS25385	PF02771.16
H16_RS14000	PF02771.16
H16_RS20610	PF02771.16
H16_RS02270	PF02771.16
PHG222	PF02771.16
H16_RS23285	PF02771.16
H16_RS22050	PF02771.16
H16_RS20665	PF02771.16
H16_RS22985	PF02771.16
H16_RS05425	PF02771.16
H16_RS22035	PF02771.16
H16_RS05310	PF02771.16
H16_RS18795	PF02771.16
H16_RS08940	PF02771.16
H16_RS27855	PF02771.16
H16_RS23435	PF02771.16
H16_RS21920	PF02771.16
H16_RS29480	PF02771.16
H16_RS34015	PF02771.16
H16_RS07600	PF02771.16
H16_RS02270	PF12418.8
H16_RS04045	PF12418.8
H16_RS07600	PF12418.8
H16_RS25385	PF12418.8
PHG096	PF00708.18
H16_RS16575	PF00708.18
PHG072	PF00708.18
H16_RS06530	PF01553.21
H16_RS14510	PF01553.21
H16_RS29205	PF01553.21
H16_RS02565	PF01553.21
H16_RS10425	PF01553.21
H16_RS07915	PF01553.21
H16_RS12790	PF00698.21
H16_RS03460	PF01757.22
H16_RS18815	PF01757.22
H16_RS09300	PF01757.22
H16_RS26705	PF01757.22
H16_RS31425	PF02805.16
H16_RS24225	PF02805.16
H16_RS17750	PF03352.13
H16_RS01955	PF04008.14
H16_RS11765	PF00709.21
H16_RS28715	PF00709.21
H16_RS09640	PF08240.12
H16_RS25870	PF08240.12
PHG229	PF08240.12
H16_RS27450	PF08240.12
H16_RS31015	PF08240.12
H16_RS24730	PF08240.12
H16_RS03755	PF08240.12
H16_RS11880	PF08240.12
H16_RS20265	PF08240.12
H16_RS21305	PF08240.12
H16_RS28765	PF08240.12
H16_RS23765	PF08240.12
H16_RS31265	PF08240.12
H16_RS23915	PF08240.12
H16_RS03055	PF08240.12
H16_RS25425	PF08240.12
H16_RS04635	PF08240.12
H16_RS27215	PF08240.12
H16_RS10375	PF08240.12
H16_RS06265	PF08240.12
H16_RS34500	PF08240.12
H16_RS21045	PF08240.12
H16_RS05200	PF08240.12
H16_RS16600	PF08240.12
H16_RS27395	PF08240.12
H16_RS07615	PF16884.5
H16_RS07145	PF00106.25
H16_RS15790	PF00106.25
H16_RS27200	PF00106.25
H16_RS12290	PF00106.25
H16_RS12785	PF00106.25
H16_RS20555	PF00106.25
H16_RS21730	PF00106.25
H16_RS09985	PF00106.25
H16_RS10865	PF00106.25
H16_RS28250	PF00106.25
H16_RS19035	PF00106.25
H16_RS06290	PF00106.25
H16_RS06625	PF00106.25
H16_RS00140	PF00106.25
H16_RS06580	PF00106.25
H16_RS09060	PF00106.25
H16_RS25230	PF00106.25
H16_RS25395	PF00106.25
H16_RS07605	PF00106.25
H16_RS28280	PF00106.25
H16_RS27895	PF00106.25
H16_RS22385	PF00106.25
H16_RS22400	PF00106.25
H16_RS25915	PF00106.25
H16_RS30380	PF00106.25
H16_RS21975	PF00106.25
H16_RS24955	PF00106.25
H16_RS12355	PF00106.25
H16_RS03680	PF00106.25
H16_RS21985	PF00106.25
H16_RS22060	PF00106.25
H16_RS09770	PF00106.25
H16_RS20670	PF00106.25
H16_RS06390	PF00106.25
H16_RS24460	PF00106.25
H16_RS28200	PF00106.25
H16_RS31215	PF00106.25
H16_RS21900	PF00106.25
H16_RS21940	PF00106.25
H16_RS18685	PF00106.25
H16_RS19230	PF00106.25
H16_RS27385	PF00106.25
H16_RS30440	PF00106.25
H16_RS02975	PF00106.25
H16_RS27750	PF00106.25
H16_RS28615	PF00106.25
H16_RS27675	PF00106.25
H16_RS17395	PF00106.25
H16_RS25435	PF00106.25
H16_RS22295	PF00106.25
H16_RS07630	PF00106.25
H16_RS20685	PF00106.25
H16_RS31145	PF00106.25
H16_RS22045	PF00106.25
H16_RS04625	PF00106.25
H16_RS00780	PF00106.25
H16_RS27655	PF00106.25
H16_RS10765	PF00106.25
H16_RS26255	PF00106.25
H16_RS24135	PF00106.25
H16_RS21970	PF00106.25
H16_RS19735	PF00106.25
H16_RS27715	PF00106.25
H16_RS21720	PF00106.25
H16_RS27560	PF00106.25
H16_RS07400	PF00106.25
H16_RS28695	PF00106.25
H16_RS20830	PF00106.25
H16_RS09415	PF00106.25
H16_RS22165	PF00106.25
H16_RS20270	PF00106.25
H16_RS17920	PF00106.25
H16_RS04345	PF00106.25
H16_RS04210	PF00106.25
H16_RS20715	PF00106.25
H16_RS21880	PF00106.25
H16_RS21960	PF00106.25
H16_RS01260	PF00106.25
H16_RS05800	PF00106.25
H16_RS26860	PF00106.25
H16_RS00825	PF00106.25
H16_RS22095	PF00106.25
PHG261	PF00106.25
H16_RS12045	PF00106.25
H16_RS12045	PF13561.6
H16_RS26860	PF13561.6
PHG261	PF13561.6
H16_RS21730	PF13561.6
H16_RS12785	PF13561.6
H16_RS15790	PF13561.6
H16_RS27895	PF13561.6
H16_RS24955	PF13561.6
H16_RS28250	PF13561.6
H16_RS25230	PF13561.6
H16_RS20555	PF13561.6
H16_RS19035	PF13561.6
H16_RS06290	PF13561.6
H16_RS25915	PF13561.6
H16_RS03680	PF13561.6
H16_RS27200	PF13561.6
H16_RS30380	PF13561.6
H16_RS25395	PF13561.6
H16_RS17395	PF13561.6
H16_RS10865	PF13561.6
H16_RS00140	PF13561.6
H16_RS28200	PF13561.6
H16_RS20670	PF13561.6
H16_RS19230	PF13561.6
H16_RS21985	PF13561.6
H16_RS21975	PF13561.6
H16_RS09985	PF13561.6
H16_RS21940	PF13561.6
H16_RS22385	PF13561.6
H16_RS06580	PF13561.6
H16_RS07145	PF13561.6
H16_RS22060	PF13561.6
H16_RS12290	PF13561.6
H16_RS12355	PF13561.6
H16_RS07400	PF13561.6
H16_RS07605	PF13561.6
H16_RS24460	PF13561.6
H16_RS31215	PF13561.6
H16_RS09060	PF13561.6
H16_RS04210	PF13561.6
H16_RS27385	PF13561.6
H16_RS06625	PF13561.6
H16_RS21970	PF13561.6
H16_RS21720	PF13561.6
H16_RS04345	PF13561.6
H16_RS27560	PF13561.6
H16_RS17920	PF13561.6
H16_RS06390	PF13561.6
H16_RS09770	PF13561.6
H16_RS22400	PF13561.6
H16_RS24135	PF13561.6
H16_RS19735	PF13561.6
H16_RS27655	PF13561.6
H16_RS04625	PF13561.6
H16_RS21880	PF13561.6
H16_RS02975	PF13561.6
H16_RS28695	PF13561.6
H16_RS27715	PF13561.6
H16_RS22295	PF13561.6
H16_RS10765	PF13561.6
H16_RS20685	PF13561.6
H16_RS31145	PF13561.6
H16_RS21900	PF13561.6
H16_RS22165	PF13561.6
H16_RS28280	PF13561.6
H16_RS26255	PF13561.6
H16_RS22045	PF13561.6
H16_RS28615	PF13561.6
H16_RS18685	PF13561.6
H16_RS20715	PF13561.6
H16_RS09415	PF13561.6
H16_RS20830	PF13561.6
H16_RS07630	PF13561.6
H16_RS00780	PF13561.6
H16_RS27675	PF13561.6
H16_RS20270	PF13561.6
H16_RS30440	PF13561.6
H16_RS22095	PF13561.6
H16_RS27750	PF13561.6
H16_RS01260	PF13561.6
H16_RS25435	PF13561.6
H16_RS21960	PF13561.6
H16_RS00825	PF13561.6
H16_RS05800	PF13561.6
H16_RS35180	PF13561.6
H16_RS05200	PF00107.26
H16_RS27395	PF00107.26
H16_RS21305	PF00107.26
H16_RS03755	PF00107.26
H16_RS27450	PF00107.26
H16_RS24730	PF00107.26
H16_RS31015	PF00107.26
H16_RS11880	PF00107.26
H16_RS31265	PF00107.26
H16_RS23765	PF00107.26
H16_RS23915	PF00107.26
H16_RS04635	PF00107.26
H16_RS10375	PF00107.26
H16_RS28765	PF00107.26
H16_RS21045	PF00107.26
H16_RS06265	PF00107.26
H16_RS25425	PF00107.26
H16_RS07615	PF00107.26
H16_RS09640	PF00107.26
H16_RS20265	PF00107.26
H16_RS03125	PF00107.26
H16_RS16600	PF00107.26
H16_RS27705	PF00107.26
H16_RS27215	PF00107.26
H16_RS03055	PF00107.26
H16_RS05200	PF13602.6
H16_RS27395	PF13602.6
H16_RS06265	PF13602.6
H16_RS11880	PF13602.6
H16_RS25425	PF13602.6
H16_RS21045	PF13602.6
H16_RS23765	PF13602.6
H16_RS31265	PF13602.6
H16_RS03055	PF13602.6
H16_RS27215	PF13602.6
H16_RS20265	PF13602.6
H16_RS23915	PF13602.6
H16_RS04635	PF13602.6
H16_RS28765	PF13602.6
H16_RS21305	PF13602.6
H16_RS10375	PF13602.6
H16_RS03755	PF13602.6
H16_RS27705	PF13602.6
H16_RS31015	PF13602.6
H16_RS16600	PF13602.6
H16_RS07615	PF13602.6
H16_RS03125	PF13602.6
H16_RS24730	PF13602.6
H16_RS27450	PF13602.6
H16_RS02980	PF00406.22
H16_RS02980	PF05191.14
H16_RS01190	PF05221.17
H16_RS01190	PF00670.21
H16_RS05155	PF00670.21
H16_RS09850	PF01941.19
H16_RS12100	PF10397.9
H16_RS30135	PF10397.9
H16_RS11605	PF03969.16
H16_RS00005	PF03969.16
H16_RS11340	PF00578.21
H16_RS29890	PF00578.21
H16_RS14055	PF00578.21
H16_RS07250	PF00578.21
H16_RS01505	PF00578.21
H16_RS15815	PF00578.21
PHG219	PF00578.21
H16_RS15845	PF00578.21
H16_RS23535	PF00578.21
H16_RS17780	PF00578.21
H16_RS24245	PF00578.21
H16_RS26145	PF00578.21
H16_RS08785	PF00578.21
H16_RS08775	PF00578.21
H16_RS16285	PF00578.21
H16_RS01735	PF00578.21
H16_RS15470	PF00578.21
H16_RS11965	PF00578.21
H16_RS22875	PF00578.21
H16_RS23020	PF08327.11
H16_RS29375	PF08327.11
H16_RS21765	PF08327.11
H16_RS15350	PF01594.16
H16_RS03390	PF01594.16
H16_RS26385	PF01594.16
H16_RS12080	PF01594.16
H16_RS19200	PF01594.16
H16_RS02475	PF01808.18
H16_RS01140	PF18158.1
H16_RS19160	PF18158.1
H16_RS12720	PF04548.16
H16_RS02820	PF00731.20
H16_RS15740	PF00586.24
H16_RS20220	PF00586.24
H16_RS09735	PF00586.24
PHG017	PF00586.24
PHG076	PF00586.24
H16_RS15345	PF00586.24
H16_RS07505	PF02769.22
H16_RS15345	PF02769.22
H16_RS20220	PF02769.22
PHG017	PF02769.22
PHG076	PF02769.22
H16_RS09735	PF02769.22
H16_RS15740	PF02769.22
H16_RS17225	PF00490.21
H16_RS10020	PF01262.21
H16_RS15610	PF01262.21
H16_RS06275	PF01262.21
H16_RS04215	PF01262.21
H16_RS27300	PF01262.21
H16_RS07880	PF01262.21
H16_RS11610	PF01262.21
H16_RS22740	PF01262.21
H16_RS08110	PF01262.21
H16_RS06835	PF01262.21
H16_RS27300	PF05222.15
H16_RS10020	PF05222.15
H16_RS15610	PF05222.15
H16_RS06275	PF05222.15
H16_RS04215	PF05222.15
H16_RS10550	PF00842.21
H16_RS10550	PF01168.20
H16_RS15485	PF01168.20
H16_RS24810	PF01168.20
H16_RS17175	PF01168.20
PHG121	PF01168.20
H16_RS28430	PF00171.22
H16_RS07425	PF00171.22
H16_RS23660	PF00171.22
H16_RS22415	PF00171.22
H16_RS26400	PF00171.22
H16_RS29345	PF00171.22
H16_RS28125	PF00171.22
H16_RS28535	PF00171.22
H16_RS09570	PF00171.22
H16_RS29000	PF00171.22
H16_RS03690	PF00171.22
H16_RS21460	PF00171.22
H16_RS27480	PF00171.22
H16_RS27900	PF00171.22
H16_RS27400	PF00171.22
H16_RS26375	PF00171.22
H16_RS01335	PF00171.22
H16_RS20855	PF00171.22
H16_RS18295	PF00171.22
H16_RS05535	PF00171.22
H16_RS22900	PF00171.22
H16_RS28470	PF00171.22
H16_RS24650	PF00171.22
H16_RS24710	PF00171.22
H16_RS16680	PF00171.22
H16_RS18130	PF00171.22
H16_RS30890	PF00171.22
H16_RS08830	PF00171.22
H16_RS01130	PF00171.22
H16_RS28315	PF00171.22
H16_RS19380	PF00171.22
H16_RS20355	PF00171.22
H16_RS19790	PF00171.22
H16_RS25495	PF00171.22
H16_RS13695	PF00171.22
H16_RS15650	PF00171.22
H16_RS08395	PF00171.22
H16_RS24820	PF01081.19
H16_RS07620	PF00596.21
H16_RS22935	PF00596.21
H16_RS13780	PF00596.21
H16_RS15930	PF00596.21
H16_RS07750	PF00596.21
H16_RS28745	PF00596.21
H16_RS09455	PF00596.21
H16_RS14265	PF01263.20
H16_RS06950	PF00248.21
H16_RS31205	PF00248.21
H16_RS15890	PF00248.21
H16_RS08430	PF00248.21
H16_RS29505	PF00248.21
H16_RS24765	PF00248.21
H16_RS22445	PF01315.22
H16_RS02155	PF01315.22
H16_RS05050	PF01315.22
H16_RS08590	PF01315.22
H16_RS08490	PF01315.22
H16_RS16810	PF01315.22
H16_RS28220	PF01315.22
H16_RS22805	PF01315.22
H16_RS05050	PF02738.18
H16_RS02155	PF02738.18
H16_RS08590	PF02738.18
H16_RS16810	PF02738.18
H16_RS22445	PF02738.18
H16_RS22805	PF02738.18
H16_RS08490	PF02738.18
H16_RS28220	PF02738.18
H16_RS26320	PF02738.18
H16_RS04610	PF02738.18
H16_RS08230	PF02738.18
H16_RS25585	PF02738.18
H16_RS03470	PF02738.18
H16_RS08740	PF02738.18
H16_RS24160	PF02738.18
H16_RS04570	PF02738.18
H16_RS03065	PF13372.6
H16_RS31425	PF06029.11
H16_RS34425	PF14864.6
H16_RS18330	PF14864.6
H16_RS18330	PF14863.6
H16_RS34425	PF14863.6
H16_RS22960	PF14863.6
H16_RS10920	PF00245.20
H16_RS10925	PF00245.20
H16_RS30970	PF03561.15
H16_RS26020	PF11744.8
H16_RS26505	PF00128.24
H16_RS26530	PF00128.24
H16_RS26535	PF00128.24
H16_RS26515	PF00128.24
H16_RS26510	PF00128.24
H16_RS26500	PF00128.24
H16_RS26510	PF02806.18
H16_RS05865	PF04168.12
PHG309	PF14456.6
PHG330	PF17989.1
H16_RS05150	PF10369.9
H16_RS00315	PF17645.1
H16_RS04585	PF17645.1
H16_RS22785	PF17645.1
H16_RS00525	PF01425.21
H16_RS23150	PF01425.21
H16_RS09385	PF01425.21
H16_RS25765	PF01425.21
H16_RS15330	PF01425.21
H16_RS10410	PF01425.21
H16_RS24615	PF01425.21
H16_RS16890	PF01425.21
H16_RS28100	PF01425.21
H16_RS30225	PF01425.21
H16_RS07495	PF01425.21
H16_RS29320	PF01425.21
H16_RS08635	PF01425.21
H16_RS21220	PF01425.21
H16_RS28810	PF01425.21
H16_RS21365	PF01425.21
H16_RS07295	PF01425.21
H16_RS16120	PF01510.25
H16_RS02950	PF01520.18
H16_RS03405	PF02274.17
H16_RS05390	PF01979.20
H16_RS06765	PF01979.20
H16_RS05035	PF01979.20
H16_RS16855	PF01979.20
H16_RS26240	PF01979.20
H16_RS23045	PF01979.20
H16_RS20900	PF01979.20
H16_RS15335	PF01979.20
H16_RS00310	PF01979.20
H16_RS15025	PF01979.20
H16_RS02365	PF01979.20
H16_RS03875	PF01979.20
H16_RS15030	PF01979.20
H16_RS03080	PF01979.20
H16_RS14515	PF01979.20
H16_RS23075	PF01979.20
H16_RS26680	PF01979.20
H16_RS24375	PF01979.20
H16_RS25155	PF01979.20
H16_RS01545	PF01979.20
H16_RS31030	PF01979.20
H16_RS21375	PF01979.20
H16_RS29310	PF01979.20
H16_RS24800	PF01979.20
H16_RS28445	PF01979.20
H16_RS22780	PF04909.14
H16_RS16780	PF04909.14
H16_RS20395	PF04909.14
H16_RS16775	PF04909.14
H16_RS21295	PF04909.14
H16_RS24850	PF04909.14
H16_RS02365	PF04909.14
H16_RS28445	PF07969.11
H16_RS31030	PF07969.11
H16_RS03080	PF07969.11
H16_RS23075	PF07969.11
H16_RS26680	PF07969.11
H16_RS24800	PF07969.11
H16_RS29310	PF07969.11
H16_RS21375	PF07969.11
H16_RS24375	PF07969.11
H16_RS03875	PF07969.11
H16_RS15335	PF07969.11
H16_RS20900	PF07969.11
H16_RS16855	PF07969.11
H16_RS00310	PF07969.11
H16_RS15030	PF07969.11
H16_RS14515	PF07969.11
H16_RS06765	PF07969.11
H16_RS05035	PF07969.11
H16_RS26240	PF07969.11
H16_RS25155	PF07969.11
H16_RS05390	PF07969.11
H16_RS23045	PF07969.11
H16_RS02950	PF11741.8
H16_RS17140	PF11741.8
H16_RS16405	PF10023.9
H16_RS05715	PF00155.21
H16_RS24165	PF00155.21
H16_RS07420	PF00155.21
H16_RS22825	PF00155.21
H16_RS05485	PF00155.21
H16_RS00875	PF00155.21
H16_RS14235	PF00155.21
H16_RS24685	PF00155.21
H16_RS03930	PF00155.21
H16_RS11330	PF00155.21
H16_RS10305	PF00155.21
H16_RS17035	PF00155.21
H16_RS01325	PF00155.21
H16_RS08200	PF00155.21
H16_RS13215	PF00155.21
H16_RS13250	PF00155.21
H16_RS01365	PF00155.21
H16_RS21120	PF00155.21
H16_RS28520	PF00155.21
H16_RS04825	PF00155.21
H16_RS07895	PF00155.21
H16_RS15000	PF00155.21
H16_RS26045	PF00155.21
H16_RS14775	PF00155.21
H16_RS25755	PF00155.21
H16_RS28630	PF00155.21
H16_RS04790	PF00155.21
H16_RS23650	PF00155.21
H16_RS20110	PF00155.21
H16_RS09760	PF00155.21
H16_RS28185	PF00155.21
H16_RS14120	PF00155.21
H16_RS18885	PF00155.21
H16_RS26280	PF00155.21
H16_RS08185	PF00155.21
H16_RS29840	PF00155.21
H16_RS12975	PF00155.21
H16_RS01330	PF00155.21
H16_RS23655	PF00202.21
H16_RS00870	PF00202.21
H16_RS15080	PF00202.21
H16_RS29305	PF00202.21
H16_RS01330	PF00202.21
H16_RS27180	PF00202.21
H16_RS03635	PF00202.21
H16_RS02775	PF01063.19
H16_RS12560	PF01063.19
H16_RS15395	PF01063.19
H16_RS26280	PF00266.19
H16_RS05750	PF00266.19
H16_RS21200	PF00266.19
H16_RS19410	PF00266.19
H16_RS03920	PF00266.19
H16_RS24605	PF00266.19
H16_RS28500	PF00266.19
H16_RS14035	PF00266.19
H16_RS18080	PF00266.19
H16_RS13770	PF00266.19
H16_RS05485	PF00266.19
H16_RS12975	PF00266.19
H16_RS03930	PF00266.19
H16_RS14120	PF00266.19
H16_RS29840	PF00266.19
H16_RS18885	PF00266.19
H16_RS11330	PF00266.19
H16_RS08200	PF12897.7
H16_RS01365	PF12897.7
H16_RS13250	PF12897.7
H16_RS13215	PF12897.7
H16_RS07895	PF12897.7
H16_RS04245	PF01593.24
H16_RS04190	PF01593.24
H16_RS04120	PF01593.24
H16_RS14405	PF01593.24
H16_RS30935	PF01593.24
H16_RS17110	PF01593.24
H16_RS04835	PF01593.24
H16_RS07475	PF01593.24
H16_RS03815	PF01593.24
H16_RS23485	PF01593.24
H16_RS04050	PF01593.24
H16_RS21260	PF01593.24
H16_RS04580	PF01593.24
H16_RS01580	PF00909.21
H16_RS24925	PF00909.21
H16_RS19075	PF10423.9
H16_RS27155	PF00501.28
H16_RS16390	PF00501.28
H16_RS13930	PF00501.28
H16_RS17530	PF00501.28
H16_RS09825	PF00501.28
H16_RS22210	PF00501.28
H16_RS25065	PF00501.28
H16_RS06430	PF00501.28
H16_RS22300	PF00501.28
H16_RS25570	PF00501.28
H16_RS24950	PF00501.28
H16_RS19600	PF00501.28
H16_RS21950	PF00501.28
H16_RS14690	PF00501.28
H16_RS11255	PF00501.28
H16_RS23290	PF00501.28
H16_RS27135	PF00501.28
H16_RS13700	PF00501.28
H16_RS27185	PF00501.28
H16_RS12580	PF00501.28
H16_RS22115	PF00501.28
H16_RS22905	PF00501.28
H16_RS14845	PF00501.28
H16_RS07010	PF00501.28
H16_RS28320	PF00501.28
H16_RS04330	PF00501.28
H16_RS13995	PF00501.28
H16_RS24495	PF00501.28
H16_RS04160	PF00501.28
H16_RS10360	PF00501.28
H16_RS27270	PF00501.28
H16_RS25400	PF00501.28
H16_RS06110	PF00501.28
H16_RS01400	PF00501.28
H16_RS27145	PF00501.28
H16_RS05940	PF00501.28
H16_RS12300	PF00501.28
H16_RS07545	PF00501.28
H16_RS31275	PF00501.28
H16_RS29205	PF00501.28
H16_RS08475	PF00501.28
H16_RS08040	PF00501.28
H16_RS08565	PF00501.28
H16_RS12275	PF00501.28
H16_RS22495	PF00501.28
H16_RS27405	PF00501.28
H16_RS27150	PF00501.28
H16_RS10755	PF00501.28
H16_RS24270	PF00501.28
H16_RS04305	PF00501.28
H16_RS25690	PF00501.28
H16_RS16710	PF00501.28
PHG398	PF00501.28
PHG399	PF00501.28
H16_RS14250	PF00501.28
H16_RS07405	PF00501.28
H16_RS16515	PF00501.28
H16_RS25490	PF00501.28
H16_RS27025	PF00501.28
H16_RS20795	PF00501.28
H16_RS01430	PF00501.28
H16_RS12580	PF13193.6
H16_RS22905	PF13193.6
H16_RS12275	PF13193.6
H16_RS24270	PF13193.6
H16_RS22300	PF13193.6
H16_RS23290	PF13193.6
H16_RS07010	PF13193.6
H16_RS11255	PF13193.6
H16_RS05940	PF13193.6
H16_RS28320	PF13193.6
H16_RS04160	PF13193.6
H16_RS12300	PF13193.6
H16_RS19600	PF13193.6
H16_RS25065	PF13193.6
H16_RS09825	PF13193.6
H16_RS17530	PF13193.6
H16_RS04330	PF13193.6
PHG399	PF13193.6
H16_RS13995	PF13193.6
H16_RS24495	PF13193.6
H16_RS27155	PF13193.6
H16_RS31275	PF13193.6
H16_RS21950	PF13193.6
H16_RS13930	PF13193.6
H16_RS06430	PF13193.6
H16_RS13700	PF13193.6
H16_RS10755	PF13193.6
H16_RS08040	PF13193.6
H16_RS22210	PF13193.6
H16_RS07405	PF13193.6
H16_RS14845	PF13193.6
H16_RS27270	PF13193.6
H16_RS16390	PF13193.6
H16_RS24950	PF13193.6
H16_RS25400	PF13193.6
H16_RS08475	PF13193.6
H16_RS14690	PF13193.6
H16_RS04305	PF13193.6
H16_RS10360	PF13193.6
H16_RS22495	PF13193.6
H16_RS16710	PF13193.6
H16_RS08565	PF13193.6
H16_RS25690	PF13193.6
H16_RS22115	PF13193.6
H16_RS27185	PF13193.6
H16_RS07545	PF13193.6
H16_RS25570	PF13193.6
H16_RS27135	PF13193.6
H16_RS27150	PF13193.6
H16_RS27405	PF13193.6
H16_RS27145	PF13193.6
PHG398	PF13193.6
H16_RS06110	PF13193.6
H16_RS14250	PF13193.6
H16_RS16515	PF14535.6
H16_RS25490	PF14535.6
H16_RS13510	PF17113.5
H16_RS02500	PF05195.16
H16_RS01850	PF12895.7
H16_RS23970	PF12894.7
H16_RS15105	PF01094.28
H16_RS13075	PF01094.28
H16_RS16415	PF01094.28
H16_RS18125	PF01094.28
H16_RS18250	PF01094.28
H16_RS06160	PF01094.28
H16_RS07020	PF01094.28
H16_RS02855	PF01094.28
H16_RS28785	PF01094.28
H16_RS14970	PF01094.28
H16_RS28920	PF01094.28
H16_RS07645	PF01094.28
H16_RS19030	PF01094.28
H16_RS11280	PF01094.28
H16_RS27910	PF01094.28
H16_RS18275	PF01094.28
H16_RS21225	PF01094.28
H16_RS07550	PF01094.28
H16_RS22770	PF01094.28
H16_RS07820	PF00023.30
H16_RS13925	PF00023.30
H16_RS22720	PF00023.30
H16_RS07820	PF12796.7
H16_RS13925	PF12796.7
H16_RS22720	PF12796.7
H16_RS07820	PF13606.6
H16_RS13925	PF13606.6
H16_RS22720	PF13606.6
H16_RS13925	PF13637.6
H16_RS22720	PF13637.6
H16_RS07820	PF13637.6
H16_RS07820	PF13857.6
H16_RS13925	PF13857.6
H16_RS22720	PF13857.6
H16_RS02410	PF03702.14
H16_RS01770	PF03861.14
H16_RS16545	PF04715.13
H16_RS13715	PF08264.13
H16_RS15185	PF08264.13
H16_RS15665	PF08264.13
H16_RS08550	PF02558.16
H16_RS27570	PF02558.16
H16_RS27320	PF02558.16
H16_RS03975	PF02558.16
H16_RS04050	PF02558.16
H16_RS03815	PF02558.16
H16_RS27320	PF08546.11
H16_RS08550	PF08546.11
